id,name,satno,cospar id,vimpel id,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2)
40337,Yaogan Weixing 25-2,40340,2014-080C,,Payload,500,Box + 2 Pan,0.5,0.5,1,,0.633235078264092,0.25,0.446
40338,L-14B-res (YF40B-res) (Long March (CZ) 4C),40341,2014-080D,,Rocket Body,1000,Cyl,2.9,7.5,7.5,,22.7308413381477,6.60519855417254,20.3850093309808
40339,Yaogan Weixing 25 debris,40342,2014-080E,,Payload Debris,,,,,,,,,
40340,Yaogan Weixing 25 debris,40343,2014-080F,,Payload Debris,,,,,,,,,
40341,USA 259 (NROL-35),40344,2014-081A,70705,Payload,,Cyl + 2 Pan,,,,,,,
40342,Yamal 401,40345,2014-082A,,Payload,2976,Box + 2  Pan,2,5,35,,67.4979793934079,4,29.7206666666667
40343,Briz-M (Proton-M/Briz-M),40346,2014-082B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
40344,Briz-M auxiliary tank (DTB),40347,2014-082C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,29/04/2018,12.5663706143592,7.45360590058275,8.21789806830189
40345,O3b FM10,40348,2014-083A,,Payload,700,Trap Box + 2 Pan,2,4,12,,36.1684,6.3804,21.9803522058823
40346,O3b FM11,40349,2014-083B,,Payload,700,Trap Box + 2 Pan,2,4,12,,36.1684,6.3804,21.9803522058823
40347,O3b FM12,40350,2014-083C,,Payload,700,Trap Box + 2 Pan,2,4,12,,36.1684,6.3804,21.9803522058823
40348,O3b FM9,40351,2014-083D,,Payload,700,Trap Box + 2 Pan,2,4,12,,36.1684,6.3804,21.9803522058823
40349,Fregat-MT (Soyuz-ST-B Fregat-MT),40352,2014-083E,,Rocket Body,1050,Irr,3.3,1.7,3.3,,13.4735407373118,5.61,11.055
40350,Kondor-E No. 2,40353,2014-084A,,Payload,1150,Box + 2 Pan + 1 Dish,0.8,2.5,5,,5.5882896109362,0.64,3.23426666666667
40351,Strela Post Boost Module,40354,2014-084B,,Rocket Body,725,Cyl,2.4,1.3,2.4,,5.49545372886524,3.12,4.71238898038469
40352,GVM/Briz-M,40355,2014-085A,,Payload,3600,Flared Cyl,2,4,4,,8.59474283507595,3.14159265358979,7.85398163397448
40353,Briz-M auxiliary tank (DTB),40356,2014-085B,,Rocket Mission Related Object,1000,Torus,4,2.1,4,07/05/2019,12.5663706143592,7.45360590058275,8.21789806830189
40354,Cosmos-3M fragmentation debris,40357,1991-009DZ,,Rocket Fragmentation Debris,,,,,,,,,
40355,Cosmos-2502 (Lotos-S No. 802),40358,2014-086A,,Payload,7000,Cyl + 2 Pan,2.7,6.3,6.3,,17.9477589883318,5.7255526111674,16.2223990649743
40356,Blok-I (Soyuz-2-1B),40359,2014-086B,,Rocket Body,2710,Cyl,2.7,6.7,6.7,01/08/2015,18.668308636051,5.55716324493499,16.7759476905368
40357,Resurs-P No. 2,40360,2014-087A,,Payload,6392,Cyl + 2 Pan,2.7,7.9,13,,44.333362496233,5.7255526111674,27.0800524641846
40358,Blok-I (Soyuz-2-1B),40361,2014-087B,,Rocket Body,2710,Cyl,2.7,6.7,6.7,09/01/2015,18.668308636051,5.55716324493499,16.7759476905368
40359,Yaogan Weixing 26,40362,2014-088A,,Payload,3000,Box + 2 Pan,2,2,8,,16.5284440605881,4,9.23066666666667
40360,L-14B (YF40B) (Long March (CZ) 4B),40363,2014-088B,,Rocket Body,1000,Cyl,2.9,7.5,7.5,24/02/2015,22.7308413381477,6.60519855417254,20.3850093309808
40361,Astra 2G (Eutelsat 28G),40364,2014-089A,,Payload,6002,Box + 2 Pan,2.8,6.8,39.8,,110.925602213958,7.84,50.7249333333333
40362,Briz-M (Proton-M/Briz-M),40365,2014-089B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
40363,Briz-M auxiliary tank (DTB),40366,2014-089C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
40364,Fengyun 2G,40367,2014-090A,,Payload,1390,Cyl,2.1,3,3,,7.18933695374974,3.46360590058275,6.6798113796953
40365,H-18 (Long March (CZ) YF) (Long March (CZ) 3A),40368,2014-090B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,,37.8656159633052,7.06858347057703,32.7511034136736
40366,Fengyun 2G AKM (FG-36),40369,2014-090C,,Payload Mission Related Object,50,Cyl + Cone,1,1.5,1.5,,1.69317756749494,0.785398163397448,1.5707963267949
40367,Dragon CRS-5,40370,2015-001A,,Payload,9688,Trunc Cone + Cyl + 2 Pan,3.7,5.3,16.5,11/02/2015,60.2525145841952,10.7521008569111,33.4694417460128
40368,Dragon operational debris (solar array cover),40371,2015-001B,,Payload Mission Related Object,104,Box,0.4,2.9,2.9,13/01/2015,8.56850628756261,1.16,5.365
40369,Dragon operational debris (solar array cover),40372,2015-001C,,Payload Mission Related Object,104,Box,2,0.2,2.9,12/01/2015,4.03980197534483,0.4,2.4
40370,Falcon 9 Merlin-V (1D) (Falcon 9 v1.1),40373,2015-001D,,Rocket Body,3000,Cyl,3.6,6,6,17/01/2015,23.8781732793963,10.1787601976309,22.0539804282003
40371,MUOS 3,40374,2015-002A,73802,Payload,6800,Box + 2 Pan + 1 Dish,4.3,7.9,28.7,,135.412609398692,18.49,71.2979333333333
40372,Centaur-5 SEC (Atlas V 551),40375,2015-002B,68902,Rocket Body,2020,Cyl + 1 Nozzle,3.1,11.7,11.7,,37.0470014749928,7.54767635024948,32.2602295615502
40373,SMAP,40376,2015-003A,,Payload,944,Box + 1 Rod + 1 Dish,1.7,4.8,9.7,,11.8963565851062,2.89,9.605
40374,FIREBIRD IIA,40377,2015-003B,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40375,FIREBIRD IIB,40378,2015-003C,,Payload,2,Box,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04
40376,GRIFEX,40379,2015-003D,,Payload,4,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075
40377,ExoCube (CP 10),40380,2015-003E,,Payload,4,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075
40378,IGS-Radar Spare,40381,2015-004A,,Payload,1500,Box + 2 Pan,4,3,16.5,,63.3240540911216,12,33.3963333333333
40379,H-II LE-5B (H-IIA 202),40382,2015-004B,,Rocket Body,4000,Cyl,4,9.2,9.2,,38.8864201285928,12.5663706143592,35.1858377202057
40380,IGS-Radar Spare debris,40383,2015-004C,,Payload Debris,,,,,,05/02/2015,,,
40381,Inmarsat-5 F2,40384,2015-005A,,Payload,6070,Box + 2 Pan,3.2,7,33.8,,111.628919803185,10.24,53.7510666666667
40382,Briz-M (Proton-M/Briz-M),40385,2015-005B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
40383,Briz-M auxiliary tank (DTB),40386,2015-005C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
40384,Fajr,40387,2015-006A,,Payload,52,Hex Cyl,0.35,0.49,0.49,26/02/2015,0.18905822309212,0.0795660839726953,0.168408041986348
40385,Safir second stage,40388,2015-006B,,Rocket Body,390,Cyl,1.3,5,5,07/03/2015,6.63413792972546,1.32732289614169,5.76874951015426
40386,AESP-14,40389,1998-067FM,,Payload,0.765,Box,0.1,0.1,0.1,11/05/2015,0.0173205080756888,0.01,0.015
40387,DSCOVR (Triana),40390,2015-007A,,Payload,570,Cyl + 2 Pan + 1 Rail,1.37,1.87,7,,9.12650633025904,1.47411381288067,4.83206846124826
40388,Falcon 9 Merlin-V (1D) (Falcon 9 v1.1),40391,2015-007B,,Rocket Body,3000,Cyl,3.6,6,6,,23.8781732793963,10.1787601976309,22.0539804282003
40389,Progress M-26M,40392,2015-008A,,Payload,7290,Cyl + Sphere + Cone + 2 Pan,2.7,7.9,7.9,14/08/2015,22.085082130326,5.7255526111674,19.6153191308513
40390,Blok-I (Soyuz-U PVB),40393,2015-008B,,Rocket Body,2350,Cyl,2.7,6.7,6.7,19/02/2015,18.9744579027504,5.7255526111674,17.0706290814435
40391,DMSP F-13 debris,40394,1995-015F,,Payload Fragmentation Debris,,,,,,10/06/2015,,,
40392,DMSP F-13 debris,40395,1995-015G,,Payload Fragmentation Debris,,,,,,,,,
40393,DMSP F-13 debris,40396,1995-015H,,Payload Fragmentation Debris,,,,,,,,,
40394,DMSP F-13 debris,40397,1995-015J,,Payload Fragmentation Debris,,,,,,,,,
40395,DMSP F-13 debris,40398,1995-015K,,Payload Fragmentation Debris,,,,,,,,,
40396,DMSP F-13 debris,40399,1995-015L,,Payload Fragmentation Debris,,,,,,,,,
40397,DMSP F-13 debris,40400,1995-015M,,Payload Fragmentation Debris,,,,,,,,,
40398,DMSP F-13 debris,40401,1995-015N,,Payload Fragmentation Debris,,,,,,,,,
40399,DMSP F-13 debris,40402,1995-015P,,Payload Fragmentation Debris,,,,,,,,,
40400,DMSP F-13 debris,40403,1995-015Q,,Payload Fragmentation Debris,,,,,,,,,
40401,DMSP F-13 debris,40404,1995-015R,,Payload Fragmentation Debris,,,,,,,,,
40402,DMSP F-13 debris,40405,1995-015S,,Payload Fragmentation Debris,,,,,,,,,
40403,DMSP F-13 debris,40406,1995-015T,,Payload Fragmentation Debris,,,,,,,,,
40404,DMSP F-13 debris,40407,1995-015U,,Payload Fragmentation Debris,,,,,,,,,
40405,DMSP F-13 debris,40408,1995-015V,,Payload Fragmentation Debris,,,,,,,,,
40406,DMSP F-13 debris,40409,1995-015W,,Payload Fragmentation Debris,,,,,,,,,
40407,DMSP F-13 debris,40410,1995-015X,,Payload Fragmentation Debris,,,,,,,,,
40408,DMSP F-13 debris,40411,1995-015Y,,Payload Fragmentation Debris,,,,,,,,,
40409,DMSP F-13 debris,40412,1995-015Z,,Payload Fragmentation Debris,,,,,,,,,
40410,DMSP F-13 debris,40413,1995-015AA,,Payload Fragmentation Debris,,,,,,,,,
40411,DMSP F-13 debris,40414,1995-015AB,,Payload Fragmentation Debris,,,,,,,,,
40412,DMSP F-13 debris,40415,1995-015AC,,Payload Fragmentation Debris,,,,,,,,,
40413,DMSP F-13 debris,40416,1995-015AD,,Payload Fragmentation Debris,,,,,,,,,
40414,DMSP F-13 debris,40417,1995-015AE,,Payload Fragmentation Debris,,,,,,01/12/2015,,,
40415,DMSP F-13 debris,40418,1995-015AF,,Payload Fragmentation Debris,,,,,,,,,
40416,DMSP F-13 debris,40419,1995-015AG,,Payload Fragmentation Debris,,,,,,05/04/2015,,,
40417,Cosmos-2503,40420,2015-009A,,Payload,4000,Cyl + 2 Pan,2.7,6,10,,32.9502522733438,5.7255526111674,20.8809598859557
40418,Blok-I (Soyuz-2-1A),40421,2015-009B,,Rocket Body,2710,Cyl,2.7,6.7,6.7,02/03/2016,18.668308636051,5.55716324493499,16.7759476905368
40419,Flock 1b-27,40422,1998-067FN,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,14/10/2015,0.1911,0.0223,0.107892647058823
40420,Flock 1b-28,40423,1998-067FP,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,07/08/2015,0.1911,0.0223,0.107892647058823
40421,ABS 3A,40424,2015-010A,,Payload,1954,Box + 2 Pan,2.1,4.6,40,,78.0285992064756,4.41,33.2265333333333
40422,Eutelsat 115 West B,40425,2015-010B,,Payload,2205,Box + 2 Pan,2.1,4.6,40,,78.0285992064756,4.41,33.2265333333333
40423,Falcon 9 Merlin-V (1D) (Falcon 9 v1.1),40426,2015-010C,,Rocket Body,3000,Cyl,3.6,6,6,,23.8781732793963,10.1787601976309,22.0539804282003
40424,Flock 1b-21,40427,1998-067FQ,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,12/10/2015,0.1911,0.0223,0.107892647058823
40425,Flock 1b-22,40428,1998-067FR,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,02/10/2015,0.1911,0.0223,0.107892647058823
40426,Flock 1b-10,40429,1998-067FS,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,23/08/2015,0.1911,0.0223,0.107892647058823
40427,Flock 1b-9,40430,1998-067FT,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,28/06/2015,0.1911,0.0223,0.107892647058823
40428,DMSP F-13 debris,40431,1995-015AH,,Payload Fragmentation Debris,,,,,,,,,
40429,DMSP F-13 debris,40432,1995-015AJ,,Payload Fragmentation Debris,,,,,,03/10/2015,,,
40430,DMSP F-13 debris,40433,1995-015AK,,Payload Fragmentation Debris,,,,,,03/12/2015,,,
40431,DMSP F-13 debris,40434,1995-015AL,,Payload Fragmentation Debris,,,,,,,,,
40432,DMSP F-13 debris,40435,1995-015AM,,Payload Fragmentation Debris,,,,,,,,,
40433,DMSP F-13 debris,40436,1995-015AN,,Payload Fragmentation Debris,,,,,,,,,
40434,DMSP F-13 debris,40437,1995-015AP,,Payload Fragmentation Debris,,,,,,,,,
40435,DMSP F-13 debris,40438,1995-015AQ,,Payload Fragmentation Debris,,,,,,,,,
40436,DMSP F-13 debris,40439,1995-015AR,,Payload Fragmentation Debris,,,,,,,,,
40437,DMSP F-13 debris,40440,1995-015AS,,Payload Fragmentation Debris,,,,,,06/10/2015,,,
40438,DMSP F-13 debris,40441,1995-015AT,,Payload Fragmentation Debris,,,,,,,,,
40439,DMSP F-13 debris,40442,1995-015AU,,Payload Fragmentation Debris,,,,,,,,,
40440,DMSP F-13 debris,40443,1995-015AV,,Payload Fragmentation Debris,,,,,,,,,
40441,DMSP F-13 debris,40444,1995-015AW,,Payload Fragmentation Debris,,,,,,,,,
40442,DMSP F-13 debris,40445,1995-015AX,,Payload Fragmentation Debris,,,,,,02/11/2015,,,
40443,DMSP F-13 debris,40446,1995-015AY,,Payload Fragmentation Debris,,,,,,08/07/2015,,,
40444,DMSP F-13 debris,40447,1995-015AZ,,Payload Fragmentation Debris,,,,,,,,,
40445,DMSP F-13 debris,40448,1995-015BA,,Payload Fragmentation Debris,,,,,,,,,
40446,DMSP F-13 debris,40449,1995-015BB,,Payload Fragmentation Debris,,,,,,,,,
40447,DMSP F-13 debris,40450,1995-015BC,,Payload Fragmentation Debris,,,,,,,,,
40448,Flock 1d'-1,40451,1998-067FU,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,13/10/2015,0.1911,0.0223,0.107892647058823
40449,Flock 1d'-2,40452,1998-067FV,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,27/12/2015,0.1911,0.0223,0.107892647058823
40450,Flock 1b-5,40453,1998-067FW,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,17/08/2015,0.1911,0.0223,0.107892647058823
40451,Flock 1b-6,40454,1998-067FX,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,16/10/2015,0.1911,0.0223,0.107892647058823
40452,TechEdSat-4,40455,1998-067FY,,Payload,4,Box + 1 Truss + 1 Sail,0.1,0.3,0.8,03/04/2015,0.0435889894354067,0.01,0.035
40453,GEARRS,40456,1998-067FZ,,Payload,4,Box,0.1,0.3,0.3,07/11/2015,0.099498743710662,0.03,0.075
40454,MicroMAS,40457,1998-067GA,,Payload,4,Box,0.1,0.3,0.3,01/08/2015,0.099498743710662,0.03,0.075
40455,LambdaSat,40458,1998-067GB,,Payload,1,Box,0.1,0.1,0.1,16/05/2015,0.0173205080756888,0.01,0.015
40456,Flock 1b-11,40459,1998-067GC,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,06/09/2015,0.1911,0.0223,0.107892647058823
40457,Flock 1b-12,40460,1998-067GD,,Payload,4.5,Box + 2 Pan,0.1,0.3,0.3,29/09/2015,0.1911,0.0223,0.107892647058823
40458,DMSP F-13 debris,40461,1995-015BD,,Payload Fragmentation Debris,,,,,,,,,
40459,DMSP F-13 debris,40462,1995-015BE,,Payload Fragmentation Debris,,,,,,,,,
40460,DMSP F-13 debris,40463,1995-015BF,,Payload Fragmentation Debris,,,,,,,,,
40461,DMSP F-13 debris,40464,1995-015BG,,Payload Fragmentation Debris,,,,,,,,,
40462,DMSP F-13 debris,40465,1995-015BH,,Payload Fragmentation Debris,,,,,,,,,
40463,DMSP F-13 debris,40466,1995-015BJ,,Payload Fragmentation Debris,,,,,,,,,
40464,DMSP F-13 debris,40467,1995-015BK,,Payload Fragmentation Debris,,,,,,,,,
40465,DMSP F-13 debris,40468,1995-015BL,,Payload Fragmentation Debris,,,,,,,,,
40466,DMSP F-13 debris,40469,1995-015BM,,Payload Fragmentation Debris,,,,,,,,,
40467,DMSP F-13 debris,40470,1995-015BN,,Payload Fragmentation Debris,,,,,,,,,
40468,DMSP F-13 debris,40471,1995-015BP,,Payload Fragmentation Debris,,,,,,,,,
40469,DMSP F-13 debris,40472,1995-015BQ,,Payload Fragmentation Debris,,,,,,,,,
40470,DMSP F-13 debris,40473,1995-015BR,,Payload Fragmentation Debris,,,,,,,,,
40471,DMSP F-13 debris,40474,1995-015BS,,Payload Fragmentation Debris,,,,,,,,,
40472,DMSP F-13 debris,40475,1995-015BT,,Payload Fragmentation Debris,,,,,,,,,
40473,DMSP F-13 debris,40476,1995-015BU,,Payload Fragmentation Debris,,,,,,,,,
40474,DMSP F-13 debris,40477,1995-015BV,,Payload Fragmentation Debris,,,,,,,,,
40475,DMSP F-13 debris,40478,1995-015BW,,Payload Fragmentation Debris,,,,,,,,,
40476,DMSP F-13 debris,40479,1995-015BX,,Payload Fragmentation Debris,,,,,,,,,
40477,DMSP F-13 debris,40480,1995-015BY,,Payload Fragmentation Debris,,,,,,,,,
40478,DMSP F-13 debris,40481,1995-015BZ,,Payload Fragmentation Debris,,,,,,,,,
40479,MMS 1,40482,2015-011A,,Payload,1360,Cyl + 1 Ant,3.6,1.2,112,,52.4558686970856,4.32,25.4836334980258
40480,MMS 2,40483,2015-011B,,Payload,1360,Cyl + 1 Ant,3.6,1.2,112,,52.4558686970856,4.32,25.4836334980258
40481,MMS 3,40484,2015-011C,,Payload,1360,Cyl + 1 Ant,3.6,1.2,112,,52.4558686970856,4.32,25.4836334980258
40482,MMS 4,40485,2015-011D,,Payload,1360,Cyl + 1 Ant,3.6,1.2,112,,52.4558686970856,4.32,25.4836334980258
40483,Centaur-5 SEC (Atlas V 421),40486,2015-011E,,Rocket Body,2020,Cyl + 1 Nozzle,3.1,11.7,11.7,26/08/2017,37.0470014749928,7.54767635024948,32.2602295615502
40484,DMSP F-13 debris,40487,1995-015CA,,Payload Fragmentation Debris,,,,,,,,,
40485,DMSP F-13 debris,40488,1995-015CB,,Payload Fragmentation Debris,,,,,,10/04/2015,,,
40486,DMSP F-13 debris,40489,1995-015CC,,Payload Fragmentation Debris,,,,,,,,,
40487,DMSP F-13 debris,40490,1995-015CD,,Payload Fragmentation Debris,,,,,,,,,
40488,DMSP F-13 debris,40491,1995-015CE,,Payload Fragmentation Debris,,,,,,,,,
40489,DMSP F-13 debris,40492,1995-015CF,,Payload Fragmentation Debris,,,,,,,,,
40490,DMSP F-13 debris,40493,1995-015CG,,Payload Fragmentation Debris,,,,,,,,,
40491,DMSP F-13 debris,40494,1995-015CH,,Payload Fragmentation Debris,,,,,,,,,
40492,DMSP F-13 debris,40495,1995-015CJ,,Payload Fragmentation Debris,,,,,,,,,
40493,DMSP F-13 debris,40496,1995-015CK,,Payload Fragmentation Debris,,,,,,,,,
40494,DMSP F-13 debris,40497,1995-015CL,,Payload Fragmentation Debris,,,,,,,,,
40495,DMSP F-13 debris,40498,1995-015CM,,Payload Fragmentation Debris,,,,,,,,,
40496,DMSP F-13 debris,40499,1995-015CN,,Payload Fragmentation Debris,,,,,,,,,
40497,DMSP F-13 debris,40500,1995-015CP,,Payload Fragmentation Debris,,,,,,,,,
40498,DMSP F-13 debris,40501,1995-015CQ,,Payload Fragmentation Debris,,,,,,,,,
40499,DMSP F-13 debris,40502,1995-015CR,,Payload Fragmentation Debris,,,,,,,,,
40500,DMSP F-13 debris,40503,1995-015CS,,Payload Fragmentation Debris,,,,,,01/03/2018,,,
40501,DMSP F-13 debris,40504,1995-015CT,,Payload Fragmentation Debris,,,,,,,,,
40502,Ekspress-AM 7,40505,2015-012A,,Payload,5712,Cyl + 2 Pan,2.8,4.5,39.8,,96.9049269962761,6.15752160103599,40.7397109926592
40503,Briz-M (Proton-M/Briz-M),40506,2015-012B,,Rocket Body,1600,Cyl,2.5,2.6,2.6,,16.3117647854985,10.4,14.451326206513
40504,Briz-M auxiliary tank (DTB),40507,2015-012C,,Rocket Mission Related Object,1000,Torus,4,2.1,4,,12.5663706143592,7.45360590058275,8.21789806830189
40505,DMSP F-13 debris,40508,1995-015CU,,Payload Fragmentation Debris,,,,,,,,,
40506,DMSP F-13 debris,40509,1995-015CV,,Payload Fragmentation Debris,,,,,,,,,
40507,DMSP F-13 debris,40510,1995-015CW,,Payload Fragmentation Debris,,,,,,,,,
40508,DMSP F-13 debris,40511,1995-015CX,,Payload Fragmentation Debris,,,,,,,,,
40509,DMSP F-13 debris,40512,1995-015CY,,Payload Fragmentation Debris,,,,,,30/03/2016,,,
40510,DMSP F-13 debris,40513,1995-015CZ,,Payload Fragmentation Debris,,,,,,,,,
40511,DMSP F-13 debris,40514,1995-015DA,,Payload Fragmentation Debris,,,,,,,,,
40512,DMSP F-13 debris,40515,1995-015DB,,Payload Fragmentation Debris,,,,,,,,,
40513,DMSP F-13 debris,40516,1995-015DC,,Payload Fragmentation Debris,,,,,,,,,
40514,DMSP F-13 debris,40517,1995-015DD,,Payload Fragmentation Debris,,,,,,,,,
40515,DMSP F-13 debris,40518,1995-015DE,,Payload Fragmentation Debris,,,,,,,,,
40516,DMSP F-13 debris,40519,1995-015DF,,Payload Fragmentation Debris,,,,,,,,,
40517,DMSP F-13 debris,40520,1995-015DG,,Payload Fragmentation Debris,,,,,,,,,
40518,DMSP F-13 debris,40521,1995-015DH,,Payload Fragmentation Debris,,,,,,,,,
40519,DMSP F-13 debris,40522,1995-015DJ,,Payload Fragmentation Debris,,,,,,,,,
40520,DMSP F-13 debris,40523,1995-015DK,,Payload Fragmentation Debris,,,,,,,,,
40521,DMSP F-13 debris,40524,1995-015DL,,Payload Fragmentation Debris,,,,,,,,,
40522,DMSP F-13 debris,40525,1995-015DM,,Payload Fragmentation Debris,,,,,,,,,
40523,DMSP F-13 debris,40526,1995-015DN,,Payload Fragmentation Debris,,,,,,,,,
40524,DMSP F-13 debris,40527,1995-015DP,,Payload Fragmentation Debris,,,,,,,,,
40525,Titan 4B debris,40528,2000-047E,,Rocket Debris,,,,,,,,,
40526,Titan 4B debris,40529,2000-047F,,Rocket Debris,,,,,,,,,
40527,CZ-4B operational debris (sep motor cover),40530,2013-057C,,Rocket Mission Related Object,,,,,,,,,
40528,CZ-4B operational debris (sep motor cover),40531,2013-057D,,Rocket Mission Related Object,,,,,,,,,
40529,CZ-4B operational debris (sep motor cover),40532,2013-057E,,Rocket Mission Related Object,,,,,,,,,
40530,CZ-4B operational debris (sep motor cover),40533,2013-057F,,Rocket Mission Related Object,,,,,,,,,
40531,GPS IIF-9,40534,2015-013A,,Payload,1630,Box + 2 Pan,1.8,2.5,18,,30.4698406635167,3.24,13.9596
40532,"Delta IV DCSS 4 (Delta 4M+(4,2))",40535,2015-013B,,Rocket Body,2850,Cyl + 1 Nozzle,4,12,12,,49.6176749799648,12.5663706143592,43.9822971502571
40533,Arirang-3A,40536,2015-014A,,Payload,1112,Hex Cyl + 3 Pan,2,3.3,6.5,,17.8932718500189,2.59807621135332,9.88753810567666
40534,Dnepr operational debris (plume shield),40537,2015-014B,,Rocket Mission Related Object,50,Cone,2.5,2.5,2.5,,4.9087,3.125,3.9713
40535,IGS-Optical 5,40538,2015-015A,,Payload,1500,Box + 2 Pan,4,3,16.5,,63.3240540911216,12,33.3963333333333
40536,H-II LE-5B (H-IIA 202),40539,2015-015B,,Rocket Body,4000,Cyl,4,9.2,9.2,,38.8864201285928,12.5663706143592,35.1858377202057
40537,H-2A F28 Adapter,40540,2015-015C,,Rocket Mission Related Object,,,,,,05/04/2015,,,
40538,Dnepr PBV,40541,2015-014C,,Rocket Body,1000,Cyl,3,3,3,,11.4439884778217,7.06858347057703,10.6028752058656
40539,Soyuz TMA-16M,40542,2015-016A,,Payload,7216,Cyl + Cone + Sphere + 2 Pan,2.7,7.9,10.6,12/09/2015,39.1493196825872,5.7255526111674,25.3440524641846
40540,Blok-I (Soyuz-FG),40543,2015-016B,,Rocket Body,2350,Cyl,2.7,6.7,6.7,29/03/2015,18.9744579027504,5.7255526111674,17.0706290814435
40541,Galileo FOC FM03,40544,2015-017A,,Payload,733,Box + 2 Pan,1.1,2.5,14.67,,23.13660103714,2.56,11.1555333333333
40542,Galileo FOC FM04,40545,2015-017B,,Payload,733,Box + 2 Pan,1.1,2.5,14.67,,23.13660103714,2.56,11.1555333333333
40543,Fregat-MT (Soyuz-ST-B Fregat-MT),40546,2015-017C,,Rocket Body,1050,Irr,3.3,1.7,3.3,,13.4735407373118,5.61,11.055
40544,IRNSS-R1D,40547,2015-018A,,Payload,1425,Box + 2 Pan,1.5,1.6,10,,14.2725439829423,2.25,6.96133333333333
40545,PSLV fourth stage (PS4) (PSLV-XL),40548,2015-018B,,Rocket Body,920,Cyl + Cyl + 2 Nozzle,2.8,2.7,2.7,,6.24736779780808,3.14159265358979,5.81194640914112
40546,Beidou DW 17,40549,2015-019A,,Payload,1150,Box + 2 Pan,1.7,3,18,,29.9385644630434,2.89,13.9977333333333
40547,H-18 (Long March (CZ) YF) (Long March (CZ) 3C/YZ-1),40550,2015-019B,,Rocket Body,2800,Cyl + 1 Nozzle,3,12.4,12.4,23/03/2016,37.8656159633052,7.06858347057703,32.7511034136736
40548,Titan IIIC debris (Transtage 8),40551,1965-108DR,,Rocket Fragmentation Debris,,,,,,,,,
40549,Gonets-M No. 21,40552,2015-020A,,Payload,225,Cyl + 1 Ant,0.8,1.6,7,,2.1324,1.5721,1.79827132352941
