id,name,satno,cospar id,vimpel id,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2)
42505,,,,141704,Unknown,,,,,,,,,
42506,,,,141705,Unknown,,,,,,,,,
42507,,,,141706,Unknown,,,,,,,,,
42508,,,,141707,Unknown,,,,,,,,,
42510,,,,149901,Unknown,,,,,,,,,
42511,,,,149902,Unknown,,,,,,,,,
42512,,,,149903,Unknown,,,,,,,,,
42513,,,,51600,Unknown,,,,,,,,,
42514,,,,51601,Unknown,,,,,,,,,
42515,,,,166300,Unknown,,,,,,,,,
42516,,,,166301,Unknown,,,,,,,,,
42517,,,,68000,Unknown,,,,,,,,,
42518,,,,68001,Unknown,,,,,,,,,
42519,,,,76200,Unknown,,,,,,,,,
42520,,,,76201,Unknown,,,,,,,,,
42521,,,,109000,Unknown,,,,,,,,,
42522,,,,125400,Unknown,,,,,,,,,
42523,,,,27100,Unknown,,,,,,,,,
42524,,,,133600,Unknown,,,,,,,,,
42525,,,,133601,Unknown,,,,,,,,,
42527,,,,141801,Unknown,,,,,,,,,
42529,,,,141803,Unknown,,,,,,,,,
42530,,,,150000,Unknown,,,,,,,,,
42531,,,,150001,Unknown,,,,,,,,,
42532,,,,51700,Unknown,,,,,,,,,
42533,,,,51701,Unknown,,,,,,,,,
42534,,,,68100,Unknown,,,,,,,,,
42536,,,,68102,Unknown,,,,,,,,,
42537,,,,68103,Unknown,,,,,,,,,
42539,,,,100900,Unknown,,,,,,,,,
42540,,,,133700,Unknown,,,,,,,,,
42542,,,,35401,Unknown,,,,,,,,,
42543,,,,141900,Unknown,,,,,,,,,
42544,,,,141901,Unknown,,,,,,,,,
42546,,,,141903,Unknown,,,,,,,,,
42547,,,,141904,Unknown,,,,,,,,,
42549,,,,150101,Unknown,,,,,,,,,
42550,,,,150102,Unknown,,,,,,,,,
42551,,,,51800,Unknown,,,,,,,,,
42552,,,,51801,Unknown,,,,,,,,,
42553,,,,158300,Unknown,,,,,,,,,
42554,,,,68200,Unknown,,,,,,,,,
42555,,,,68201,Unknown,,,,,,,,,
42556,,,,68202,Unknown,,,,,,,,,
42557,,,,76400,Unknown,,,,,,,,,
42558,,,,84600,Unknown,,,,,,,,,
42559,,,,101000,Unknown,,,,,,,,,
42560,,,,109200,Unknown,,,,,,,,,
42562,,,,35500,Unknown,,,,,,,,,
42563,,,,142000,Unknown,,,,,,,,,
42564,,,,142001,Unknown,,,,,,,,,
42565,,,,142002,Unknown,,,,,,,,,
42567,,,,142004,Unknown,,,,,,,,,
42568,,,,142005,Unknown,,,,,,,,,
42569,,,,142006,Unknown,,,,,,,,,
42570,,,,142007,Unknown,,,,,,,,,
42571,,,,150200,Unknown,,,,,,,,,
42573,,,,142008,Unknown,,,,,,,,,
42574,,,,142011,Unknown,,,,,,,,,
42576,,,,142010,Unknown,,,,,,,,,
42577,,,,150201,Unknown,,,,,,,,,
42578,,,,51900,Unknown,,,,,,,,,
42579,,,,158400,Unknown,,,,,,,,,
42580,,,,60100,Unknown,,,,,,,,,
42581,,,,60101,Unknown,,,,,,,,,
42582,,,,60102,Unknown,,,,,,,,,
42584,,,,68300,Unknown,,,,,,,,,
42585,,,,68301,Unknown,,,,,,,,,
42586,,,,76500,Unknown,,,,,,,,,
42587,,,,84700,Unknown,,,,,,,,,
42589,,,,19200,Unknown,,,,,,,,,
42590,,,,125700,Unknown,,,,,,,,,
42591,,,,133900,Unknown,,,,,,,,,
42592,,,,133901,Unknown,,,,,,,,,
42593,,,,133902,Unknown,,,,,,,,,
42594,,,,133903,Unknown,,,,,,,,,
42596,,,,133905,Unknown,,,,,,,,,
42601,,,,142104,Unknown,,,,,,,,,
42602,,,,142105,Unknown,,,,,,,,,
42604,,,,142107,Unknown,,,,,,,,,
42605,,,,150300,Unknown,,,,,,,,,
42607,,,,150301,Unknown,,,,,,,,,
42608,,,,142108,Unknown,,,,,,,,,
42609,,,,52000,Unknown,,,,,,,,,
42610,,,,158500,Unknown,,,,,,,,,
42611,,,,60200,Unknown,,,,,,,,,
42613,,,,76600,Unknown,,,,,,,,,
42615,,,,109400,Unknown,,,,,,,,,
42616,,,,1346400,Unknown,,,,,,,,,
42620,,,,134000,Unknown,,,,,,,,,
42624,,,,142203,Unknown,,,,,,,,,
42625,,,,43900,Unknown,,,,,,,,,
42626,,,,43901,Unknown,,,,,,,,,
42627,,,,142206,Unknown,,,,,,,,,
42628,,,,142207,Unknown,,,,,,,,,
42629,,,,142208,Unknown,,,,,,,,,
42630,,,,142209,Unknown,,,,,,,,,
42631,,,,142204,Unknown,,,,,,,,,
42632,USA 107 debris (DSP F17 IR Sensor telescope sunshade cover),,,142205,Payload Mission Related Object,,,,,,,,,
42633,,,,52100,Unknown,,,,,,,,,
42634,,,,142212,Unknown,,,,,,,,,
42635,,,,142214,Unknown,,,,,,,,,
42636,,,,142213,Unknown,,,,,,,,,
42637,,,,142210,Unknown,,,,,,,,,
42638,,,,142211,Unknown,,,,,,,,,
42639,,,,60300,Unknown,,,,,,,,,
42640,,,,60301,Unknown,,,,,,,,,
42641,,,,60302,Unknown,,,,,,,,,
42642,,,,68500,Unknown,,,,,,,,,
42644,,,,76700,Unknown,,,,,,,,,
42645,,,,76701,Unknown,,,,,,,,,
42646,,,,109500,Unknown,,,,,,,,,
42647,,,,1240000,Unknown,,,,,,,,,
42649,,,,134100,Unknown,,,,,,,,,
42655,,,,44000,Unknown,,,,,,,,,
42657,,,,142306,Unknown,,,,,,,,,
42658,,,,142307,Unknown,,,,,,,,,
42659,,,,142308,Unknown,,,,,,,,,
42660,,,,142309,Unknown,,,,,,,,,
42661,,,,142310,Unknown,,,,,,,,,
42663,,,,52200,Unknown,,,,,,,,,
42666,,,,142312,Unknown,,,,,,,,,
42667,,,,142316,Unknown,,,,,,,,,
42668,,,,142317,Unknown,,,,,,,,,
42669,,,,142318,Unknown,,,,,,,,,
42670,,,,142319,Unknown,,,,,,,,,
42671,,,,60400,Unknown,,,,,,,,,
42672,,,,142321,Unknown,,,,,,,,,
42673,,,,142320,Unknown,,,,,,,,,
42675,,,,166900,Unknown,,,,,,,,,
42676,,,,68600,Unknown,,,,,,,,,
42677,,,,68601,Unknown,,,,,,,,,
42678,,,,76800,Unknown,,,,,,,,,
42682,,,,109600,Unknown,,,,,,,,,
42683,,,,126000,Unknown,,,,,,,,,
42684,,,,134200,Unknown,,,,,,,,,
42685,,,,142400,Unknown,,,,,,,,,
42687,,,,142402,Unknown,,,,,,,,,
42688,,,,142403,Unknown,,,,,,,,,
42689,,,,142404,Unknown,,,,,,,,,
42690,,,,44101,Unknown,,,,,,,,,
42691,,,,142406,Unknown,,,,,,,,,
42692,,,,142407,Unknown,,,,,,,,,
42693,,,,142408,Unknown,,,,,,,,,
42695,,,,142410,Unknown,,,,,,,,,
42696,,,,142411,Unknown,,,,,,,,,
42698,,,,52300,Unknown,,,,,,,,,
42699,,,,142414,Unknown,,,,,,,,,
42700,,,,142413,Unknown,,,,,,,,,
42701,,,,158800,Unknown,,,,,,,,,
42702,,,,158801,Unknown,,,,,,,,,
42703,,,,142409,Unknown,,,,,,,,,
42704,,,,68700,Unknown,,,,,,,,,
42705,,,,68701,Unknown,,,,,,,,,
42708,,,,109700,Unknown,,,,,,,,,
42709,,,,126100,Unknown,,,,,,,,,
42710,,,,134300,Unknown,,,,,,,,,
42712,,,,134302,Unknown,,,,,,,,,
42713,,,,142500,Unknown,,,,,,,,,
42714,,,,142501,Unknown,,,,,,,,,
42715,,,,142502,Unknown,,,,,,,,,
42716,,,,142503,Unknown,,,,,,,,,
42717,,,,142504,Unknown,,,,,,,,,
42718,,,,142505,Unknown,,,,,,,,,
42719,,,,142506,Unknown,,,,,,,,,
42720,,,,142507,Unknown,,,,,,,,,
42721,,,,142508,Unknown,,,,,,,,,
42722,,,,150701,Unknown,,,,,,,,,
42723,,,,150700,Unknown,,,,,,,,,
42724,,,,142509,Unknown,,,,,,,,,
42725,,,,142510,Unknown,,,,,,,,,
42726,,,,52400,Unknown,,,,,,,,,
42727,,,,52402,Unknown,,,,,,,,,
42728,,,,52401,Unknown,,,,,,,,,
42729,,,,158900,Unknown,,,,,,,,,
42730,,,,150702,Unknown,,,,,,,,,
42731,,,,60600,Unknown,,,,,,,,,
42732,,,,60601,Unknown,,,,,,,,,
42733,,,,68800,Unknown,,,,,,,,,
42734,,,,68801,Unknown,,,,,,,,,
42735,,,,68802,Unknown,,,,,,,,,
42736,,,,77000,Unknown,,,,,,,,,
42737,,,,142311,Unknown,,,,,,,,,
42739,,,,134400,Unknown,,,,,,,,,
42740,,,,134402,Unknown,,,,,,,,,
42741,,,,134403,Unknown,,,,,,,,,
42742,,,,134404,Unknown,,,,,,,,,
42744,,,,142600,Unknown,,,,,,,,,
42746,,,,142602,Unknown,,,,,,,,,
42747,,,,142603,Unknown,,,,,,,,,
42749,,,,142605,Unknown,,,,,,,,,
42750,,,,142606,Unknown,,,,,,,,,
42751,,,,142607,Unknown,,,,,,,,,
42752,,,,142608,Unknown,,,,,,,,,
42753,,,,142609,Unknown,,,,,,,,,
42754,,,,142610,Unknown,,,,,,,,,
42755,,,,142611,Unknown,,,,,,,,,
42757,,,,150800,Unknown,,,,,,,,,
42758,,,,159000,Unknown,,,,,,,,,
42759,,,,60700,Unknown,,,,,,,,,
42760,,,,60701,Unknown,,,,,,,,,
42761,,,,60702,Unknown,,,,,,,,,
42762,,,,60703,Unknown,,,,,,,,,
42763,,,,167200,Unknown,,,,,,,,,
42765,,,,68900,Unknown,,,,,,,,,
42771,,,,77100,Unknown,,,,,,,,,
42772,,,,183600,Unknown,,,,,,,,,
42774,,,,118100,Unknown,,,,,,,,,
42775,,,,118101,Unknown,,,,,,,,,
42776,,,,134500,Unknown,,,,,,,,,
42777,,,,36200,Unknown,,,,,,,,,
42779,,,,142701,Unknown,,,,,,,,,
42780,,,,142702,Unknown,,,,,,,,,
42781,,,,142703,Unknown,,,,,,,,,
42782,,,,142704,Unknown,,,,,,,,,
42783,,,,142705,Unknown,,,,,,,,,
42784,,,,142706,Unknown,,,,,,,,,
42786,,,,142708,Unknown,,,,,,,,,
42787,,,,142709,Unknown,,,,,,,,,
42789,,,,142711,Unknown,,,,,,,,,
42790,,,,52600,Unknown,,,,,,,,,
42791,,,,52601,Unknown,,,,,,,,,
42792,,,,142712,Unknown,,,,,,,,,
42793,,,,60800,Unknown,,,,,,,,,
42795,,,,60802,Unknown,,,,,,,,,
42796,,,,69000,Unknown,,,,,,,,,
42797,,,,69001,Unknown,,,,,,,,,
42798,,,,69002,Unknown,,,,,,,,,
42799,,,,69003,Unknown,,,,,,,,,
42803,,,,110000,Unknown,,,,,,,,,
42804,,,,118200,Unknown,,,,,,,,,
42805,,,,118201,Unknown,,,,,,,,,
42807,,,,126400,Unknown,,,,,,,,,
42808,,,,126401,Unknown,,,,,,,,,
42809,,,,28100,Unknown,,,,,,,,,
42810,,,,134600,Unknown,,,,,,,,,
42812,,,,134602,Unknown,,,,,,,,,
42813,,,,134603,Unknown,,,,,,,,,
42814,,,,36300,Unknown,,,,,,,,,
42815,,,,134604,Unknown,,,,,,,,,
42816,,,,134605,Unknown,,,,,,,,,
42819,,,,142802,Unknown,,,,,,,,,
42820,,,,142803,Unknown,,,,,,,,,
42821,,,,44500,Unknown,,,,,,,,,
42822,,,,142804,Unknown,,,,,,,,,
42823,,,,142806,Unknown,,,,,,,,,
42824,,,,142807,Unknown,,,,,,,,,
42825,,,,142808,Unknown,,,,,,,,,
42826,,,,44501,Unknown,,,,,,,,,
42827,,,,142810,Unknown,,,,,,,,,
42828,,,,142809,Unknown,,,,,,,,,
42829,,,,52700,Unknown,,,,,,,,,
42830,,,,151000,Unknown,,,,,,,,,
42831,,,,142805,Unknown,,,,,,,,,
42832,,,,142811,Unknown,,,,,,,,,
42834,,,,60901,Unknown,,,,,,,,,
42835,,,,69100,Unknown,,,,,,,,,
42837,,,,77301,Unknown,,,,,,,,,
42838,,,,101900,Unknown,,,,,,,,,
42839,,,,118300,Unknown,,,,,,,,,
42840,,,,126500,Unknown,,,,,,,,,
42841,,,,134700,Unknown,,,,,,,,,
42842,,,,134701,Unknown,,,,,,,,,
42846,,,,142903,Unknown,,,,,,,,,
42847,,,,142904,Unknown,,,,,,,,,
42848,,,,142905,Unknown,,,,,,,,,
42849,,,,142906,Unknown,,,,,,,,,
42850,,,,142907,Unknown,,,,,,,,,
42851,,,,142908,Unknown,,,,,,,,,
42852,,,,151100,Unknown,,,,,,,,,
42853,,,,142909,Unknown,,,,,,,,,
42854,,,,142911,Unknown,,,,,,,,,
42855,,,,142910,Unknown,,,,,,,,,
42856,,,,142912,Unknown,,,,,,,,,
42857,,,,61000,Unknown,,,,,,,,,
42858,,,,61001,Unknown,,,,,,,,,
42859,,,,61002,Unknown,,,,,,,,,
42860,,,,69200,Unknown,,,,,,,,,
42861,,,,69201,Unknown,,,,,,,,,
42862,,,,69202,Unknown,,,,,,,,,
42863,,,,69203,Unknown,,,,,,,,,
42864,,,,69204,Unknown,,,,,,,,,
42866,,,,77401,Unknown,,,,,,,,,
42867,,,,93800,Unknown,,,,,,,,,
42868,,,,118400,Unknown,,,,,,,,,
42869,,,,20100,Unknown,,,,,,,,,
42870,,,,126600,Unknown,,,,,,,,,
42872,,,,134800,Unknown,,,,,,,,,
42874,,,,143001,Unknown,,,,,,,,,
42875,,,,143002,Unknown,,,,,,,,,
42876,,,,143003,Unknown,,,,,,,,,
42877,,,,44700,Unknown,,,,,,,,,
42878,,,,143004,Unknown,,,,,,,,,
42879,,,,143006,Unknown,,,,,,,,,
42880,,,,143007,Unknown,,,,,,,,,
42882,,,,143009,Unknown,,,,,,,,,
42883,,,,143010,Unknown,,,,,,,,,
42884,,,,143011,Unknown,,,,,,,,,
42885,,,,143012,Unknown,,,,,,,,,
42886,,,,52900,Unknown,,,,,,,,,
42887,,,,159400,Unknown,,,,,,,,,
42888,,,,159401,Unknown,,,,,,,,,
42889,,,,61100,Unknown,,,,,,,,,
42890,,,,61101,Unknown,,,,,,,,,
42892,,,,69301,Unknown,,,,,,,,,
42893,,,,77500,Unknown,,,,,,,,,
42894,,,,142405,Unknown,,,,,,,,,
42895,,,,77502,Unknown,,,,,,,,,
42896,,,,77501,Unknown,,,,,,,,,
42897,,,,118500,Unknown,,,,,,,,,
42898,,,,126700,Unknown,,,,,,,,,
42899,,,,134900,Unknown,,,,,,,,,
42900,,,,134901,Unknown,,,,,,,,,
42901,,,,134902,Unknown,,,,,,,,,
42902,,,,134903,Unknown,,,,,,,,,
42908,,,,143105,Unknown,,,,,,,,,
42910,,,,143107,Unknown,,,,,,,,,
42911,,,,143108,Unknown,,,,,,,,,
42912,,,,151301,Unknown,,,,,,,,,
42913,,,,151300,Unknown,,,,,,,,,
42915,,,,53000,Unknown,,,,,,,,,
42916,,,,143110,Unknown,,,,,,,,,
42917,,,,143111,Unknown,,,,,,,,,
42918,,,,143114,Unknown,,,,,,,,,
42919,,,,143112,Unknown,,,,,,,,,
42923,,,,61200,Unknown,,,,,,,,,
42928,,,,143123,Unknown,,,,,,,,,
42929,,,,143121,Unknown,,,,,,,,,
42930,,,,143120,Unknown,,,,,,,,,
42931,,,,69400,Unknown,,,,,,,,,
42933,,,,69402,Unknown,,,,,,,,,
42934,,,,175900,Unknown,,,,,,,,,
42936,,,,118600,Unknown,,,,,,,,,
42937,,,,135001,Unknown,,,,,,,,,
42939,,,,36700,Unknown,,,,,,,,,
42943,,,,143203,Unknown,,,,,,,,,
42944,,,,44900,Unknown,,,,,,,,,
42945,,,,143205,Unknown,,,,,,,,,
42946,,,,44901,Unknown,,,,,,,,,
42947,,,,143207,Unknown,,,,,,,,,
42948,,,,151400,Unknown,,,,,,,,,
42949,,,,143206,Unknown,,,,,,,,,
42950,,,,143209,Unknown,,,,,,,,,
42951,,,,143211,Unknown,,,,,,,,,
42952,,,,53100,Unknown,,,,,,,,,
42953,,,,143212,Unknown,,,,,,,,,
42954,,,,44902,Unknown,,,,,,,,,
42955,,,,151401,Unknown,,,,,,,,,
42956,,,,159600,Unknown,,,,,,,,,
42957,,,,143215,Unknown,,,,,,,,,
42959,,,,143214,Unknown,,,,,,,,,
42960,,,,61300,Unknown,,,,,,,,,
42961,,,,143213,Unknown,,,,,,,,,
42962,,,,69500,Unknown,,,,,,,,,
42963,,,,69501,Unknown,,,,,,,,,
42964,,,,77700,Unknown,,,,,,,,,
42965,,,,126900,Unknown,,,,,,,,,
42966,,,,126901,Unknown,,,,,,,,,
42967,,,,126902,Unknown,,,,,,,,,
42968,,,,135101,Unknown,,,,,,,,,
42977,,,,45000,Unknown,,,,,,,,,
42978,,,,143307,Unknown,,,,,,,,,
42979,,,,143308,Unknown,,,,,,,,,
42980,,,,143309,Unknown,,,,,,,,,
42981,,,,143310,Unknown,,,,,,,,,
42982,,,,150600,Unknown,,,,,,,,,
42983,,,,143312,Unknown,,,,,,,,,
42984,,,,151500,Unknown,,,,,,,,,
42985,,,,143314,Unknown,,,,,,,,,
42987,,,,159700,Unknown,,,,,,,,,
42989,,,,143318,Unknown,,,,,,,,,
42990,,,,143319,Unknown,,,,,,,,,
42991,,,,61400,Unknown,,,,,,,,,
42992,,,,143320,Unknown,,,,,,,,,
42994,,,,143315,Unknown,,,,,,,,,
42995,,,,167900,Unknown,,,,,,,,,
42996,,,,69600,Unknown,,,,,,,,,
42997,,,,69601,Unknown,,,,,,,,,
42998,,,,69602,Unknown,,,,,,,,,
42999,,,,20500,Unknown,,,,,,,,,
43000,,,,127000,Unknown,,,,,,,,,
43001,,,,135200,Unknown,,,,,,,,,
43002,,,,135201,Unknown,,,,,,,,,
43003,,,,36900,Unknown,,,,,,,,,
43005,,,,143401,Unknown,,,,,,,,,
43006,,,,143402,Unknown,,,,,,,,,
43007,,,,45100,Unknown,,,,,,,,,
43008,,,,143404,Unknown,,,,,,,,,
43009,,,,143406,Unknown,,,,,,,,,
43011,,,,143408,Unknown,,,,,,,,,
43013,,,,143410,Unknown,,,,,,,,,
43014,,,,143411,Unknown,,,,,,,,,
43015,,,,143412,Unknown,,,,,,,,,
43016,,,,143413,Unknown,,,,,,,,,
43017,,,,143414,Unknown,,,,,,,,,
43018,,,,143415,Unknown,,,,,,,,,
43019,,,,143416,Unknown,,,,,,,,,
43020,,,,151600,Unknown,,,,,,,,,
43021,,,,53301,Unknown,,,,,,,,,
43022,,,,143417,Unknown,,,,,,,,,
43023,,,,61500,Unknown,,,,,,,,,
43024,,,,61501,Unknown,,,,,,,,,
43025,,,,69700,Unknown,,,,,,,,,
43026,,,,69701,Unknown,,,,,,,,,
43028,,,,86100,Unknown,,,,,,,,,
43029,,,,127100,Unknown,,,,,,,,,
43030,,,,127101,Unknown,,,,,,,,,
43031,,,,135300,Unknown,,,,,,,,,
43033,,,,135302,Unknown,,,,,,,,,
43034,,,,37000,Unknown,,,,,,,,,
43035,,,,143500,Unknown,,,,,,,,,
43041,,,,45200,Unknown,,,,,,,,,
43043,,,,151700,Unknown,,,,,,,,,
43051,,,,159900,Unknown,,,,,,,,,
43056,,,,61601,Unknown,,,,,,,,,
43057,,,,61602,Unknown,,,,,,,,,
43062,,,,143527,Unknown,,,,,,,,,
43063,,,,69800,Unknown,,,,,,,,,
43066,,,,143531,Unknown,,,,,,,,,
43068,,,,143533,Unknown,,,,,,,,,
43072,,,,143537,Unknown,,,,,,,,,
43073,,,,143538,Unknown,,,,,,,,,
43074,,,,143539,Unknown,,,,,,,,,
43075,,,,143540,Unknown,,,,,,,,,
43076,,,,143536,Unknown,,,,,,,,,
43077,,,,143542,Unknown,,,,,,,,,
43078,,,,143541,Unknown,,,,,,,,,
43079,,,,143544,Unknown,,,,,,,,,
43081,,,,143546,Unknown,,,,,,,,,
43082,,,,143547,Unknown,,,,,,,,,
43083,,,,143548,Unknown,,,,,,,,,
43086,,,,143551,Unknown,,,,,,,,,
43087,,,,143552,Unknown,,,,,,,,,
43088,,,,143553,Unknown,,,,,,,,,
43090,,,,143555,Unknown,,,,,,,,,
43091,Fengyun 2B debris (VISSR cover?),,,143556,Payload Mission Related Object,,,,,,,,,
43092,,,,143557,Unknown,,,,,,,,,
43093,,,,143558,Unknown,,,,,,,,,
43094,,,,143559,Unknown,,,,,,,,,
43095,,,,143560,Unknown,,,,,,,,,
43096,,,,143561,Unknown,,,,,,,,,
43097,,,,143562,Unknown,,,,,,,,,
43098,,,,143563,Unknown,,,,,,,,,
43099,,,,143564,Unknown,,,,,,,,,
43100,,,,110800,Unknown,,,,,,,,,
43102,,,,12500,Unknown,,,,,,,,,
43103,,,,135400,Unknown,,,,,,,,,
43108,,,,45300,Unknown,,,,,,,,,
43125,,,,61701,Unknown,,,,,,,,,
43127,,,,143623,Unknown,,,,,,,,,
43128,,,,143624,Unknown,,,,,,,,,
43129,,,,143625,Unknown,,,,,,,,,
43130,,,,143626,Unknown,,,,,,,,,
43131,USA 157 (Milstar-2 F2),26715,2001-009A,143627,Payload,,Cyl + 1 Truss + 1 Ant,,,,,,,
43132,,,,143628,Unknown,,,,,,,,,
43134,,,,69900,Unknown,,,,,,,,,
43135,,,,143630,Unknown,,,,,,,,,
43137,,,,176400,Unknown,,,,,,,,,
43138,,,,143634,Unknown,,,,,,,,,
43140,,,,143636,Unknown,,,,,,,,,
43141,,,,78100,Unknown,,,,,,,,,
43142,,,,143638,Unknown,,,,,,,,,
43145,,,,143641,Unknown,,,,,,,,,
43147,,,,143643,Unknown,,,,,,,,,
43150,,,,143646,Unknown,,,,,,,,,
43153,,,,143649,Unknown,,,,,,,,,
43158,,,,143654,Unknown,,,,,,,,,
43162,,,,143658,Unknown,,,,,,,,,
43169,,,,143661,Unknown,,,,,,,,,
43170,,,,143666,Unknown,,,,,,,,,
43171,,,,143667,Unknown,,,,,,,,,
43177,,,,143673,Unknown,,,,,,,,,
43179,,,,143675,Unknown,,,,,,,,,
43180,,,,143676,Unknown,,,,,,,,,
43181,,,,143677,Unknown,,,,,,,,,
43182,,,,143670,Unknown,,,,,,,,,
43183,,,,135500,Unknown,,,,,,,,,
43184,,,,135501,Unknown,,,,,,,,,
43189,,,,143704,Unknown,,,,,,,,,
43192,,,,143707,Unknown,,,,,,,,,
43193,,,,151900,Unknown,,,,,,,,,
43194,,,,143708,Unknown,,,,,,,,,
43195,,,,143709,Unknown,,,,,,,,,
43196,,,,143712,Unknown,,,,,,,,,
43197,,,,143713,Unknown,,,,,,,,,
43198,,,,53602,Unknown,,,,,,,,,
43199,,,,53603,Unknown,,,,,,,,,
43201,,,,143717,Unknown,,,,,,,,,
43202,,,,53605,Unknown,,,,,,,,,
43203,,,,143719,Unknown,,,,,,,,,
43204,,,,143715,Unknown,,,,,,,,,
43205,,,,53604,Unknown,,,,,,,,,
43206,,,,143722,Unknown,,,,,,,,,
43208,,,,143716,Unknown,,,,,,,,,
43209,,,,143725,Unknown,,,,,,,,,
43210,,,,143726,Unknown,,,,,,,,,
43211,,,,143727,Unknown,,,,,,,,,
43213,,,,143724,Unknown,,,,,,,,,
43214,,,,70002,Unknown,,,,,,,,,
43217,,,,143733,Unknown,,,,,,,,,
43218,,,,143732,Unknown,,,,,,,,,
43219,,,,143734,Unknown,,,,,,,,,
43220,,,,143731,Unknown,,,,,,,,,
43221,,,,143729,Unknown,,,,,,,,,
43222,,,,70001,Unknown,,,,,,,,,
43223,,,,86400,Unknown,,,,,,,,,
43224,,,,86401,Unknown,,,,,,,,,
43225,,,,102800,Unknown,,,,,,,,,
43226,,,,111000,Unknown,,,,,,,,,
43227,,,,12700,Unknown,,,,,,,,,
43229,,,,127400,Unknown,,,,,,,,,
43230,,,,127401,Unknown,,,,,,,,,
43231,,,,135600,Unknown,,,,,,,,,
43233,,,,143801,Unknown,,,,,,,,,
43234,,,,143802,Unknown,,,,,,,,,
43235,,,,143803,Unknown,,,,,,,,,
43237,,,,143805,Unknown,,,,,,,,,
43238,,,,143806,Unknown,,,,,,,,,
43239,,,,143804,Unknown,,,,,,,,,
43240,,,,143808,Unknown,,,,,,,,,
43241,,,,152000,Unknown,,,,,,,,,
43242,,,,152001,Unknown,,,,,,,,,
43244,,,,143807,Unknown,,,,,,,,,
43245,,,,160200,Unknown,,,,,,,,,
43247,,,,70100,Unknown,,,,,,,,,
43248,,,,70101,Unknown,,,,,,,,,
43249,,,,70102,Unknown,,,,,,,,,
43251,,,,127500,Unknown,,,,,,,,,
43252,,,,127501,Unknown,,,,,,,,,
43253,,,,127502,Unknown,,,,,,,,,
43254,,,,37400,Unknown,,,,,,,,,
43255,,,,37401,Unknown,,,,,,,,,
43256,,,,143900,Unknown,,,,,,,,,
43257,,,,143901,Unknown,,,,,,,,,
43258,,,,143902,Unknown,,,,,,,,,
43259,,,,143903,Unknown,,,,,,,,,
43260,,,,143904,Unknown,,,,,,,,,
43261,,,,45600,Unknown,,,,,,,,,
43262,,,,143905,Unknown,,,,,,,,,
43263,,,,143906,Unknown,,,,,,,,,
43264,,,,143907,Unknown,,,,,,,,,
43265,,,,143909,Unknown,,,,,,,,,
43266,,,,143910,Unknown,,,,,,,,,
43268,,,,143912,Unknown,,,,,,,,,
43269,,,,53801,Unknown,,,,,,,,,
43270,,,,53800,Unknown,,,,,,,,,
43271,,,,143908,Unknown,,,,,,,,,
43272,,,,160300,Unknown,,,,,,,,,
43274,,,,62000,Unknown,,,,,,,,,
43275,,,,144209,Unknown,,,,,,,,,
43276,,,,70200,Unknown,,,,,,,,,
43277,,,,70201,Unknown,,,,,,,,,
43278,,,,70203,Unknown,,,,,,,,,
43279,,,,70204,Unknown,,,,,,,,,
43280,,,,70205,Unknown,,,,,,,,,
43281,,,,78400,Unknown,,,,,,,,,
43282,,,,144213,Unknown,,,,,,,,,
43283,,,,119400,Unknown,,,,,,,,,
43284,,,,135800,Unknown,,,,,,,,,
43285,,,,37500,Unknown,,,,,,,,,
43287,,,,144001,Unknown,,,,,,,,,
43289,,,,144003,Unknown,,,,,,,,,
43290,,,,144004,Unknown,,,,,,,,,
43291,,,,144005,Unknown,,,,,,,,,
43292,,,,144006,Unknown,,,,,,,,,
43293,,,,144007,Unknown,,,,,,,,,
43294,,,,152200,Unknown,,,,,,,,,
43295,,,,144009,Unknown,,,,,,,,,
43297,,,,144011,Unknown,,,,,,,,,
43298,,,,53900,Unknown,,,,,,,,,
43300,,,,144014,Unknown,,,,,,,,,
43301,,,,144012,Unknown,,,,,,,,,
43302,,,,53901,Unknown,,,,,,,,,
43303,,,,144008,Unknown,,,,,,,,,
43304,,,,62100,Unknown,,,,,,,,,
43308,,,,78501,Unknown,,,,,,,,,
43309,,,,78502,Unknown,,,,,,,,,
43310,,,,86700,Unknown,,,,,,,,,
43311,,,,111300,Unknown,,,,,,,,,
43312,,,,119500,Unknown,,,,,,,,,
43313,,,,127700,Unknown,,,,,,,,,
43314,,,,127701,Unknown,,,,,,,,,
43316,,,,37600,Unknown,,,,,,,,,
43317,,,,37601,Unknown,,,,,,,,,
43319,,,,144101,Unknown,,,,,,,,,
43320,,,,144102,Unknown,,,,,,,,,
43321,,,,144103,Unknown,,,,,,,,,
43322,,,,45800,Unknown,,,,,,,,,
43323,,,,45801,Unknown,,,,,,,,,
43325,,,,144104,Unknown,,,,,,,,,
43326,,,,152300,Unknown,,,,,,,,,
43327,,,,144109,Unknown,,,,,,,,,
43328,,,,144110,Unknown,,,,,,,,,
43329,,,,144111,Unknown,,,,,,,,,
43330,,,,54000,Unknown,,,,,,,,,
43331,,,,144113,Unknown,,,,,,,,,
43333,,,,144114,Unknown,,,,,,,,,
43334,,,,144108,Unknown,,,,,,,,,
43335,,,,62200,Unknown,,,,,,,,,
43336,,,,62201,Unknown,,,,,,,,,
43338,,,,62204,Unknown,,,,,,,,,
