,name,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2),Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
75,Anik F1,Payload,4852.0,Box + 2 Pan,3.5,6.2,45.6,,150.92380519926598,12.25,67.2773333333333,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-107.27,35778,35793,0.00017791272787655226,0.02,1436.08,4710.0,2000-11-21,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
76,Anik F1R,Payload,4500.0,Box + 2 Pan,2.5,5.8,35.0,,86.4382336943939,6.25,39.4133333333333,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-107.3,35777,35795,0.0002134927412467976,0.02,1436.1,4500.0,2005-09-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
77,Anik F2,Payload,5965.0,Box + 2 Pan,3.5,6.2,45.6,,150.92380519926598,12.25,67.2773333333333,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-111.07,35781,35790,0.00010674763672593138,0.01,1436.08,5910.0,2004-07-18,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5
78,Anik F3,Payload,4640.0,Box + 2 Pan,2.4,4.8,35.0,,79.8728607315563,5.76,35.3854666666667,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-118.69,35778,35794,0.00018977132555270901,0.01,1436.1,4715.0,2007-04-09,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
79,Anik G1,Payload,4905.0,Box + 2 Pan,3.0,8.0,30.0,,99.9146800073385,9.0,50.206,NR,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,-107.3,35773,35799,0.00030837840402315217,0.01,1436.08,4905.0,2013-04-15,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
80,Aoba-VELOX IV,Payload,3.0,Box + 2 Pan,0.1,0.2,0.2,,0.0489897948556636,0.02,0.04,NR,Japan,Kyushu Institute of Technology (KIT),Civil,Technology Development,,LEO,Sun-Synchronous,0.0,481,513,0.002329983981360128,97.3,94.6,3.0,2019-01-18,,Kyushu Institute of Technology,Japan,Uchinoura Space Center,Epsilon
81,LatinSat-C (Aprizesat 1),Payload,11.0,Box + 1 Arm,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,Argentina,Aprize Satellite Argentina,Commercial,Communications/Technology Development,,LEO,Sun-Synchronous,0.0,696,764,0.004788732394366197,98.0,99.4,12.0,2004-06-29,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr
82,AprizeSat-10,Payload,14.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,NR,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613,733,0.008519096975720574,97.9,98.0,12.0,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr
83,Latinsat-D (Aprizesat 2),Payload,11.0,Box + 1 Arm,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,Argentina,Aprize Satellite Argentina,Commercial,Communications/Technology Development,,LEO,Sun-Synchronous,0.0,694,850,0.010921310557266872,98.2,100.3,12.0,2004-06-29,,Aprize Satellite ,Argentina,Baikonur Cosmodrome,Dnepr
84,AprizeSat-3,Payload,12.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,559,662,0.007377695007520952,98.18,97.0,12.0,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr
85,AprizeSat-4,Payload,12.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,604,674,0.004993579683264375,98.1,97.5,12.0,2009-07-29,,SpaceQuest,USA,Baikonur Cosmodrome,Dnepr
86,AprizeSat-5,Payload,14.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,Canada,Aprize Satellite,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,610,694,0.00598120193677015,98.2,97.8,12.0,2011-08-17,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr
87,AprizeSat-7,Payload,14.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,USA,Canada,Aprize Satellite,Commercial,Communications,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594,653,0.004218202616715521,97.8,97.17,12.0,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr
88,AprizeSat-8,Payload,14.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,NR,USA/Argentina,Aprize Satellite,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,594,669,0.005355995143897736,97.8,97.99,12.0,2013-11-21,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr
89,AprizeSat-9,Payload,14.0,Box + 1 Ant,0.2,0.2,0.2,,0.0692820323027551,0.04,0.06,NR,Canada,exactEarth,Commercial,Communications/Maritime Tracking,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,613,715,0.007250497583167472,97.9,98.0,12.0,2014-06-19,,SpaceQuest,USA,Dombarovsky Air Base,Dnepr
90,Apstar 6,Payload,4650.0,Box + 2 Pan,2.5,5.0,38.0,,89.7508987619171,6.25,39.4233333333333,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.04,35778,35794,0.00018977132555270901,0.01,1436.08,4680.0,2005-04-12,,Alcatel Space Industries,France/Italy,Xichang Satellite Launch Center,Long March 3B
91,Apstar 6C,Payload,5000.0,Box + 2 Pan,2.5,5.0,30.0,,73.75070204097399,6.25,34.063333333333304,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.0,35783,35790,8.302397020625527e-05,0.05,1436.1,,2018-05-03,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
92,Apstar 6D,Payload,5000.0,Box + 2 Pan,2.5,5.0,30.0,,73.7507,6.25,34.0633,NR (7/20),China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,134.0,35785,35885,0.0011846937566639024,0.01,1438.5,5550.0,2020-07-09,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
93,Apstar 7,Payload,4000.0,Box + 2 Pan,2.5,5.0,30.0,,73.75070204097399,6.25,34.063333333333304,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,76.5,35864,35874,0.00011837401453632898,0.03,1440.31,5054.0,2012-03-31,15.0,Thales Alenia Space,France/Italy,Xichang Satellite Launch Center,Long March 3B
94,Apstar 9,Payload,5000.0,Box + 2 Pan,2.5,5.0,30.0,,73.75070204097399,6.25,34.063333333333304,China,China,APT Satellite Holdings Ltd.,Commercial,Communications,,GEO,,142.0,35782,35788,7.116593523899893e-05,0.12,1436.01,5200.0,2015-10-16,15.0,China Academy of Space Technology (CAST),China,Xichang Satellite Launch Center,Long March 3B
95,Arabsat 5C,Payload,4619.0,Box + 2 Pan + 1 Dish,2.1,4.1,30.8,,61.1672442390598,4.41,26.993866666666694,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,19.99,35766,35805,0.000462573092479036,0.06,1436.06,4630.0,2011-09-21,15.0,Astrium/Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
96,Arabsat 6A,Payload,6465.0,Box + 2 Pan,2.4,3.9,30.8,,68.9647082114091,5.76,30.5234666666667,NR,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,30.5,35774,35811,0.000438778535428402,0.01,1436.0,6465.0,2019-04-11,15.0,Lockheed Martin,USA,Cape Canaveral,Falcon Heavy
97,Nimiq,Payload,3646.0,Box + 1 Pan,1.8,4.5,21.0,,35.6650974232166,3.24,17.6998,Canada,Multinational,Arab Satellite Communications Org. (ASCO),Commercial,Communications,,GEO,,44.5,35778,35794,0.00018977132555270901,0.01,1436.09,3600.0,1999-05-20,12.0,Lockheed Martin/Spar Aerospace,USA/Canada,Baikonur Cosmodrome,Proton D
98,Arkyd-6A,Payload,10.0,Box + 2 Pan,0.2,0.3,0.5,,0.142008315196469,0.04,0.0980666666666667,USA,USA,Planetary Resources,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,493,505,0.0008734895909157082,97.5,94.5,10.0,2018-01-11,,Planetary Resources,USA,Satish Dhawan Space Centre,PSLV
99,ARMADILLO,Payload,4.15,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075,USA,USA,Satellite Design Laboratory UT Austin/Baylor University,Civil,Technology Development,,Elliptical,,0.0,305,851,0.03929188255613126,28.5,96.2,4.0,2019-06-25,,UT Austin/Baylor University,USA,Cape Canaveral,Falcon Heavy
100,ARSAT-1,Payload,2983.0,Box + 2 Pan,2.2,3.1,16.3,,35.6076441812915,4.84,17.5707333333333,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-71.8,35778,35795,0.00020162964192947707,0.01,1436.07,3000.0,2014-10-16,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA
101,ARSAT-2,Payload,2977.0,Box + 2 Pan,1.8,4.9,16.3,,33.7678193978945,3.24,17.4579333333333,Argentina,Argentina,ArSat,Commercial,Communications,,GEO,,-81.0,35786,35801,0.00017787897114803088,0.01,1436.06,2977.0,2015-09-30,15.0,INVAP S.E.,Argentina,Guiana Space Center,Ariane 5 ECA
102,Asiasat 3S,Payload,3463.0,Box + 1 Pan,3.4,6.0,26.0,,85.480168524882,11.56,44.3890666666667,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.55,35780,35792,0.00014232849416453177,0.02,1436.07,3480.0,1999-03-21,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K
103,Asiasat 5,Payload,3760.0,Box + 2 Pan,2.8,5.6,31.0,,86.688645347514,7.84,40.764933333333296,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,100.5,35778,35795,0.00020162964192947707,0.0,1436.11,3760.0,2009-08-11,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Breeze M
104,Asiasat 6,Payload,3700.0,Box + 2 Pan,2.2,4.5,27.0,,58.46241509827389,4.84,26.963733333333305,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,120.0,35783,35793,0.0001186014516817686,0.07,1436.17,3700.0,2014-09-07,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
105,Asiasat 7,Payload,3813.0,Box + 2 Pan,2.2,4.5,27.0,,75.96274648838191,7.84,38.5599333333333,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.5,35782,35793,0.0001304631441617743,0.02,1436.17,3813.0,2011-11-25,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton M
106,Asiasat 8,Payload,4535.0,Box + 2 Pan,2.2,4.5,27.0,,58.46241509827389,4.84,26.963733333333305,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,105.5,35781,35793,0.00014232511801124368,0.07,1436.1,4500.0,2014-08-05,15.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9
107,Asiasat 9,Payload,6141.0,Box + 2 Pan,3.0,7.0,27.0,,88.6327612960186,9.0,44.79600000000001,China,China,Asia Satellite Telecommunications Co. Ltd.,Commercial,Communications,,GEO,,122.0,35783,35790,8.302397020625527e-05,0.02,1436.1,6140.0,2017-09-28,15.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton
108,Asiastar,Payload,2777.0,Box + 2 Pan,1.7,3.0,28.0,,43.5389257603981,2.89,18.5644,USA,USA,1Worldspace,Commercial,Communications,,GEO,,104.97,35773,35801,0.00033209194202623525,0.02,1436.15,2775.0,2000-03-21,15.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 5G
109,ASNARO 1,Payload,495.0,Cyl + 2 Pan,2.5,3.5,3.5,,10.0328567153053,4.90873852123405,9.3266031903447,Japan,Japan,Japan Space Systems,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,506,507,7.271140841998109e-05,97.48,94.75,500.0,2014-11-06,3.0,NEC Corporation,Japan,Dombarovsky Air Base,Dnepr
110,ASNARO 2,Payload,570.0,Cyl + 2 Pan + 1 Dish,2.5,3.5,3.5,,10.0328567153053,4.90873852123405,9.3266031903447,Japan,Japan,Japan Space Systems,Government,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,0.0,493,505,0.0008734895909157082,97.3,94.5,570.0,2018-01-17,3.0,NEC Corporation,Japan,Uchinoura Space Center,Epsilon
111,Astra 1D,Payload,1684.84,Hex Poly + 2 Pan,7.39,3.2,20.98,,60.191182935021715,6.157521601035991,26.2903801890238,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,67.7,35776,35795,0.00022535612197696625,1.15,1436.08,2924.0,1994-11-01,15.0,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 42P
112,Astra 1F,Payload,1883.05,Hex Poly + 2 Pan,7.39,3.2,25.97,,173.883741615745,18.5730957680229,76.2477577131538,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.22,35778,35797,0.00022534543082488285,0.03,1436.15,3010.0,1996-04-18,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
113,Astra 1G,Payload,2279.48,Hex Poly + 2 Pan,9.99,3.3,25.97,,237.86546316998297,25.89222125272369,107.81704427958799,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.24,35780,35791,0.00013046933377613835,0.04,1436.08,3379.0,1997-12-02,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
114,Astra 1KR,Payload,4332.0,Box + 2 Pan,3.6,6.0,27.0,,100.5749804948,12.96,50.6412,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.16,35766,35807,0.00048628325406520936,0.08,1436.1,4332.0,2006-04-20,15.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 5
115,Astra 1L,Payload,4505.0,Box + 2 Pan,3.6,7.7,27.0,,108.68115087323,12.96,56.7612,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.3,35772,35798,0.00030838571936899536,0.05,1436.03,4500.0,2007-05-04,15.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 5 ECA
116,Astra 1M,Payload,5345.0,Box + 2 Pan,2.4,4.0,35.0,,77.340660567464,5.76,33.4654666666667,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,19.2,35804,35852,0.0005687473339968719,0.14,1438.2,5345.0,2008-11-05,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M
117,Astra 1N,Payload,5330.0,Box + 2 Pan,2.8,6.5,39.8,,109.78707519184799,7.84,49.8849333333333,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,35715,35780,0.000771650739003977,0.12,1434.1,5350.0,2011-08-06,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA
118,Astra 2A,Payload,2279.48,Box + 2 Wing,3.3,10.03,25.97,,162.000771201931,10.89,80.0015166666667,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.16,35776,35797,0.00024907191061876585,0.08,1436.12,3635.0,1998-08-30,15.0,Hughes Space and Communications Co.,USA,Baikonur Cosmodrome,Proton K
119,Astra 2B,Payload,3315.0,Box + 2 Pan,2.5,2.8,32.0,,70.7081205285098,6.25,29.9033333333333,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,31.33,35772,35801,0.00034395644799734324,0.07,1436.11,3315.0,2000-09-14,14.0,Astrium,France/UK/Germany,Guiana Space Center,Ariane 5G
120,Astra 2C,Payload,3643.0,Box + 1 Pan,5.0,4.0,26.0,,125.749456266804,20.0,61.92,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.21,35768,35804,0.0004269854824935952,0.07,1436.12,3643.0,2001-06-16,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton K
121,Astra 2D,Payload,1414.0,Cyl,2.2,8.0,8.0,,18.0058348266231,3.80132711084365,15.723671231216901,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.14,35770,35802,0.00037954265110541803,0.07,1436.1,1420.0,2000-12-19,15.0,Hughes Space and Communications Co.,USA,Guiana Space Center,Ariane 5G
122,Astra 2E (Eutelsat 28E),Payload,6052.0,Box + 2 Pan,2.8,6.8,39.8,,110.925602213958,7.84,50.724933333333304,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,35781,35793,0.00014232511801124368,0.11,1436.12,6052.0,2013-09-29,15.0,EADS Astrium,France,Baikonur Cosmodrome,Proton M
123,Astra 2F (Eutelsat 28F),Payload,5968.0,Box + 2 Pan,2.5,5.0,39.0,,91.75092345306321,6.25,40.0933333333333,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,35777,35795,0.0002134927412467976,0.06,1436.07,6000.0,2012-09-28,15.0,EADS Astrium,France/UK/Germany,Guiana Space Center,Ariane 5 ECA
124,Astra 2G (Eutelsat 28G),Payload,6002.0,Box + 2 Pan,2.8,6.8,39.8,,110.925602213958,7.84,50.724933333333304,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,28.2,35785,35789,4.74417060037479e-05,0.09,1436.11,6000.0,2014-12-27,15.0,Airbus Defense and Space,Germany/France,Baikonur Cosmodrome,Proton M
125,Astra 3A,Payload,1495.0,Cyl,2.2,8.0,8.0,,18.0058348266231,3.80132711084365,15.723671231216901,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,23.48,35770,35804,0.00040325450103185714,0.06,1436.07,1500.0,2002-03-29,10.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 44L
126,Astra 3B,Payload,5471.0,Box + 2 Pan,2.8,4.5,39.8,,102.34839048799,7.84,44.2849333333333,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,23.5,35768,35806,0.00045069620703560496,0.08,1436.11,5471.0,2010-05-21,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
127,Astra 5B (HYLAS 2B),Payload,5724.0,Box + 2 Pan,2.8,5.2,40.0,,105.36183583754999,7.84,46.3949333333333,Luxembourg,Luxembourg,SES S.A.,Commercial,Communications,,GEO,,31.55,35787,35793,7.115749525616698e-05,0.05,1436.26,5724.0,2014-03-22,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5 ECA
128,DemoSat-2,Payload,4.0,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075,USA,USA,Astranis,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,494,505,0.0008006405124099278,97.5,94.5,,2018-01-11,,Astranis,USA,Satish Dhawan Space Centre,PSLV
129,Astrocast-0.1,Payload,5.0,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075,NR,Switzerland,Astrocast,Commercial,Communications,,LEO,Sun-Synchronous,0.0,574,590,0.0011507479861910242,97.7,96.3,4.0,2018-12-03,,Astrocast,Switzerland,Vandenberg AFB,Falcon 9
130,Astrocast-0.2,Payload,3.8,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075,NR,Switzerland,Astrocast,Commercial,Communications,,LEO,Sun-Synchronous,0.0,493,510,0.0012369933784472096,97.5,94.6,3.8,2019-04-01,,Astrocast,Switzerland,Satish Dhawan Space Centre,PSLV
131,ASTROSAT,Payload,1513.0,Box + 2 Pan,1.3,2.0,7.0,,9.97504994978779,1.69,5.44693333333333,NR,India,Telemetry Tracking and Command Network (ISTRAC) Centre,Government,Space Science,,LEO,Equatorial,0.0,632,649,0.0012124670137650664,5.99,97.54,230.0,2015-09-28,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV C-30
132,T-16,Payload,6330.0,Box + 2 Pan,2.4,3.9,30.8,,68.9647082114091,5.76,30.5234666666667,USA,USA,"DirecTV, Inc.",Commercial,Communications,,GEO,,-101.0,35653,36757,0.012965355255431592,0.02,1436.07,6350.0,2019-06-20,15.0,Airbus Defense and Space,France,Guiana Space Center,Ariane 5
133,Athena,Payload,138.0,Box,0.5,1.0,1.0,,0.75,0.25,0.625,NR (12/20),USA,PointView Tech,Commercial,Communications,,LEO,Sun-Synchronous,0.0,516,524,0.0005805515239477503,97.4,94.5,138.0,2020-09-02,,Maxar Technologies,USA,Guiana Space Center,Vega
134,ATHENA-FIDUS,Payload,3080.0,Box + 2 Pan,1.8,3.0,20.0,,34.5042851683133,3.24,15.8262666666667,France,France/Italy,Centre National d'Etudes Spatiales (CNES)/Agenzia Spaziale Italiana (ASI),Government/Military,Communications,,GEO,,25.0,35784,35788,4.7442831388177253e-05,0.05,1436.06,3080.0,2014-02-06,15.0,Thales Alenia Space,France,Guiana Space Center,Ariane 5 ECA
135,Athenoxat-1,Payload,5.0,Box,0.1,0.3,0.3,,0.099498743710662,0.03,0.075,NR,Singapore,Microspace Rapid Pvt Ltd.,Commercial,Technology Development,,LEO,Equatorial,0.0,532,550,0.0013022717407032266,14.98,95.46,6.0,2015-12-16,,Microspace Rapid Pvt Ltd.,Singapore,Satish Dhawan Space Centre,PSLV-C29
136,TabletSat-Aurora,Payload,25.0,Hex Cyl + 6 Pan,0.415,0.4,1.2,,0.9826416760508679,0.111863418875081,0.455541709437541,Russia,Russia,SPUTNIX Ltd.,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,583,618,0.0025105803027042537,97.99,96.7,25.0,2014-06-19,1.0,Sputnix Ltd.,Russia,Dombarovsky Air Base,Dnepr
137,Azerspace / Africasat-1a,Payload,3238.0,Box + 2 Pan,2.5,5.6,23.6,,62.962591150802496,6.25,31.2753333333333,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,,GEO,,46.0,35778,35794,0.00018977132555270901,0.04,1436.08,3250.0,2013-02-07,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA
138,Azerspace-2,Payload,3500.0,Box + 2 Pan,2.8,5.0,27.0,,75.50329043094041,7.84,36.084933333333296,Azerbaijan,Azerbaijan,Azercosmos,Government,Communications,,GEO,,45.0,35750,35750,0.0,0.02,1436.1,3500.0,2018-09-25,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA
139,SOCRATES,Payload,4.0,Box + 4 Pan,0.1,0.3,0.7,,0.1404,0.01,0.0721,Mexico,USA/Mexico,Autonomous Popular University of the State of Puebla,Government/Civil,Technology Development,,LEO,Non-Polar Inclined,0.0,412,423,0.0008103130755064457,51.6,92.9,2.0,2020-02-19,,NASA/Mexican Space Agency,USA/Mexico,International Space Station,Nanorack Deployer
140,Badr 4,Payload,3304.0,Box + 2 Pan + 1 Dish,2.9,2.5,32.0,,80.77360460072809,7.25,34.0714666666667,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.02,35780,35791,0.00013046933377613835,0.07,1436.06,3304.0,2006-11-08,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton M
141,Badr 5,Payload,5420.0,Box + 2 Pan + 1 Dish,2.9,4.5,39.4,,104.962147920978,8.41,45.6188,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.0,35834,35883,0.0005801768947511751,0.06,1439.76,5420.0,2010-06-03,15.0,EADS Astrium,France/UK/Germany/Spain,Baikonur Cosmodrome,Proton
142,Arabsat 5A,Payload,4839.0,Box + 2 Pan + 1 Dish,2.4,4.5,39.4,,87.3645029435759,5.76,37.4961333333333,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,30.5,35605,35623,0.0002143673780487805,0.03,1427.27,4940.0,2010-06-26,15.0,EADS Astrium,France/UK/Germany/Spain,Guiana Space Center,Ariane 5 ECA
143,Badr 7,Payload,5799.0,Box + 2 Pan,2.4,3.9,30.8,,68.9647082114091,5.76,30.5234666666667,NR,Multinational,Arab Satellite Communications Org. (ASCO),Government,Communications,,GEO,,26.0,35768,35817,0.0005810850874592351,0.1,1436.0,5500.0,2015-11-10,15.0,Airbus Defense and Space,France/UK/Germany/Spain,Guiana Space Center,Ariane 5
144,Bangabandhu 1,Payload,3700.0,Box + 2 Pan,2.5,5.0,38.0,,89.7508987619171,6.25,39.4233333333333,NR,Bangladesh,Bangladesh Telecommunication Regulatory Commission (BTRC),Government,Communications,,GEO,,119.1,35778,35793,0.00017791272787655226,0.0,1436.06,3500.0,2018-05-11,15.0,Thales Alenia Space,France/Belgium/Spain/Italy,Cape Canaveral,Falcon 9
145,Cosmos-2503,Payload,4000.0,Cyl + 2 Pan,2.7,6.0,10.0,,32.9502522733438,5.7255526111674,20.880959885955697,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0.0,570,586,0.0011514104778353484,97.7,96.1,4000.0,2015-02-27,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz-2.1b
146,Cosmos-2515,Payload,4000.0,Cyl + 2 Pan,2.7,6.0,10.0,,32.9502522733438,5.7255526111674,20.880959885955697,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Sun-Synchronous,0.0,549,594,0.003241374342721314,97.62,96.1,4000.0,2016-03-24,5.0,Progress Rocket and Space Center,Russia,Plesetsk Cosmodrome,Soyuz 2.1a
